QueryPertID,GeneID,Symbol,Validation,Pct,pQSARCorr_r,NCI60_r,PSP_r,Probability_L,Probability_Q,Probability_LQ,Probability_NCI60,Probability_PSP
BRD-K66766661,1571,CYP2E1,StructureLikely,0.7362,0.5934,,,0.3396,0.791,0.8902,0.5,0.5
BRD-K66766661,1577,CYP3A5,StructureLikely,0.0027,0.6627,,,0.8699,0.8513,0.9939,0.5,0.5
BRD-K66766661,2099,ESR1,Known,0.025,0.6278,,,0.7444,0.823,0.9808,0.5,0.5
BRD-K66766661,4194,MDM4,pQSAR,0.0103,0.626,,,0.8026,0.8214,0.9846,0.5,0.5
BRD-K66788707,100,ADA,Known,0.3073,0.561,1.0,,0.5038,0.7572,0.8925,0.8919,0.5
BRD-K66788707,111,ADCY5,StructureLikely,0.3412,0.6667,0.3657,,0.4895,0.8543,0.9754,0.6349,0.5
BRD-K66788707,6240,RRM1,Known,0.0056,0.501,1.0,,0.8361,0.6855,0.9191,0.8919,0.5
BRD-K66874953,7157,TP53,Known,0.3407,0.5196,,,0.4897,0.7089,0.8091,0.5,0.5
BRD-K66876909,4128,MAOA,Known,0.0641,0.5768,,,0.6695,0.7741,0.9469,0.5,0.5
BRD-K66956375,5465,PPARA,Known,0.8028,0.7806,,,0.3091,0.9205,0.9921,0.5,0.5
BRD-K66956375,5914,RARA,pQSAR,0.0105,0.6194,,,0.8014,0.8155,0.9829,0.5,0.5
BRD-K66956375,9290,GPR55,Known,0.2023,0.5103,,,0.5552,0.6973,0.8179,0.5,0.5
BRD-K66989831,1080,CFTR,pQSAR,0.0047,0.639,,,0.8448,0.8325,0.9898,0.5,0.5
BRD-K66989831,4128,MAOA,pQSAR,0.0022,0.6032,,,0.8783,0.8005,0.9859,0.5,0.5
BRD-K66989831,5467,PPARD,pQSAR,0.0059,0.6784,,,0.8334,0.8628,0.994,0.5,0.5
BRD-K66989831,7124,TNF,pQSAR,0.003,0.6241,,,0.8654,0.8197,0.9888,0.5,0.5
BRD-K67102207,1577,CYP3A5,Known,0.1085,0.666,0.231,,0.6209,0.8538,0.9833,0.5554,0.5
BRD-K67102207,1719,DHFR,pQSAR,0.0058,0.6444,0.2642,,0.8343,0.8369,0.9901,0.5755,0.5
BRD-K67102207,1786,DNMT1,pQSAR,0.0005,0.7843,0.2194,,0.9259,0.9221,0.9994,0.5484,0.5
BRD-K67102207,3065,HDAC1,Known,0.7368,0.7414,0.1815,,0.3394,0.9016,0.9872,0.5253,0.5
BRD-K67102207,3172,HNF4A,pQSAR,0.0083,0.6946,,,0.815,0.8739,0.9948,0.5,0.5
BRD-K67102207,9290,GPR55,pQSAR,0.0032,0.6331,,,0.8626,0.8275,0.99,0.5,0.5
BRD-K67174588,1577,CYP3A5,Known,0.5023,0.605,,,0.4283,0.8022,0.9279,0.5,0.5
BRD-K67174588,2099,ESR1,Known,0.0037,0.5839,,,0.8561,0.7815,0.9783,0.5,0.5
BRD-K67174588,2100,ESR2,StructureLikely,0.0256,0.5839,,,0.7427,0.7815,0.963,0.5,0.5
BRD-K67174588,3269,HRH1,pQSAR,0.0007,0.7494,,,0.9168,0.9058,0.9989,0.5,0.5
BRD-K67174588,5243,ABCB1,pQSAR,0.0041,0.7494,,,0.8514,0.9058,0.9982,0.5,0.5
BRD-K67298865,7046,TGFBR1,Known,0.2961,0.6201,,,0.5087,0.8162,0.9539,0.5,0.5
BRD-K67563174,5743,PTGS2,Known,0.8166,0.6015,,,0.302,0.7989,0.8894,0.5,0.5
BRD-K67566344,2475,MTOR,Known,0.0003,0.6723,,,0.9378,0.8584,0.9972,0.5,0.5
BRD-K67566344,5290,PIK3CA,pQSAR,0.0059,0.6899,,,0.8334,0.8707,0.995,0.5,0.5
BRD-K67566344,5291,PIK3CB,pQSAR,0.0082,0.6899,,,0.8157,0.8707,0.9945,0.5,0.5
BRD-K67578145,673,BRAF,Known,0.008,0.4708,,,0.8171,0.6454,0.8664,0.5,0.5
BRD-K67637637,1128,CHRM1,StructureLikely,0.0551,0.6182,,,0.6825,0.8144,0.9722,0.5,0.5
BRD-K67637637,1131,CHRM3,StructureLikely,0.1602,0.6182,,,0.5811,0.8144,0.9617,0.5,0.5
BRD-K67637637,150,ADRA2A,StructureLikely,0.141,0.6091,,,0.5945,0.8061,0.958,0.5,0.5
BRD-K67637637,152,ADRA2C,StructureLikely,0.5676,0.6091,,,0.4047,0.8061,0.9271,0.5,0.5
BRD-K67637637,3269,HRH1,Known,0.2071,0.6091,,,0.5525,0.8061,0.9524,0.5,0.5
BRD-K67637637,3358,HTR2C,StructureLikely,0.0712,0.6091,,,0.6602,0.8061,0.9658,0.5,0.5
BRD-K67783091,1812,DRD1,Known,0.1915,0.795,0.3698,,0.5615,0.9266,0.9971,0.6372,0.5
BRD-K67783091,185,AGTR1,pQSAR,0.0009,0.6976,,,0.9095,0.8758,0.9974,0.5,0.5
BRD-K67783091,3269,HRH1,Known,0.0733,0.795,0.3698,,0.6576,0.9266,0.9979,0.6372,0.5
BRD-K67868012,2475,MTOR,Known,0.0002,0.6723,,,0.946,0.8584,0.9975,0.5,0.5
BRD-K67868012,5290,PIK3CA,Known,0.0131,0.6576,,,0.7879,0.8474,0.9898,0.5,0.5
BRD-K67868012,5291,PIK3CB,Known,0.0075,0.6576,,,0.8207,0.8474,0.9912,0.5,0.5
BRD-K67868012,5293,PIK3CD,Known,0.0276,0.6576,,,0.7372,0.8474,0.9873,0.5,0.5
BRD-K67868012,5294,PIK3CG,Known,0.0021,0.6576,,,0.8801,0.8474,0.9939,0.5,0.5
BRD-K67868012,5591,PRKDC,Known,0.7292,0.6601,,,0.3426,0.8493,0.9576,0.5,0.5
BRD-K67919934,2908,NR3C1,Known,0.8863,0.8135,,,0.2603,0.9337,0.9942,0.5,0.5
BRD-K67919934,367,AR,Known,0.8227,0.792,,,0.2988,0.9253,0.9931,0.5,0.5
BRD-K67919934,866,SERPINA6,pQSAR,0.0063,0.734,,,0.83,0.8976,0.9974,0.5,0.5
BRD-K67977190,185,AGTR1,Known,0.0451,0.5658,,,0.6992,0.7624,0.9436,0.5,0.5
BRD-K68065987,10000,AKT3,Known,0.0024,0.5134,,,0.8748,0.7012,0.9457,0.5,0.5
BRD-K68065987,207,AKT1,Known,0.0344,0.5134,,,0.7206,0.7012,0.8909,0.5,0.5
BRD-K68065987,208,AKT2,Known,0.0017,0.5134,,,0.8881,0.7012,0.9505,0.5,0.5
BRD-K68095457,139760,GPR119,Known,0.1436,0.69,,,0.5926,0.8708,0.9873,0.5,0.5
BRD-K68095457,5465,PPARA,StructureLikely,0.7592,0.7753,,,0.3296,0.9182,0.992,0.5,0.5
BRD-K68174511,2475,MTOR,Known,0.0092,0.5922,,,0.8092,0.7898,0.9753,0.5,0.5
BRD-K68185022,301,ANXA1,pQSAR,0.0025,0.6438,0.0062,,0.8731,0.8365,0.9921,0.4185,0.5
BRD-K68185022,5770,PTPN1,Known,0.3786,0.637,-0.1336,,0.4745,0.8308,0.9602,0.338,0.5
BRD-K68202742,10013,HDAC6,Known,0.0009,0.6976,1.0,,0.9095,0.8758,0.9974,0.8919,0.5
BRD-K68202742,10014,HDAC5,Known,0.3495,0.6976,1.0,,0.4861,0.8758,0.9843,0.8919,0.5
BRD-K68202742,3065,HDAC1,Known,0.003,0.6976,1.0,,0.8654,0.8758,0.9963,0.8919,0.5
BRD-K68202742,3066,HDAC2,Known,0.3542,0.6976,1.0,,0.4842,0.8758,0.9842,0.8919,0.5
BRD-K68202742,51564,HDAC7,Known,0.7518,0.6976,1.0,,0.3329,0.8758,0.9748,0.8919,0.5
BRD-K68202742,55869,HDAC8,Known,0.0042,0.6976,1.0,,0.8502,0.8758,0.9959,0.8919,0.5
BRD-K68202742,79885,HDAC11,pQSAR,0.0028,0.6419,0.1735,,0.8684,0.8349,0.9916,0.5204,0.5
BRD-K68202742,83933,HDAC10,Known,0.6061,0.6419,1.0,,0.3906,0.8349,0.9525,0.8919,0.5
BRD-K68202742,8841,HDAC3,Known,0.0079,0.6976,1.0,,0.8178,0.8758,0.9951,0.8919,0.5
BRD-K68202742,9734,HDAC9,Known,0.6687,0.6976,1.0,,0.367,0.8758,0.9774,0.8919,0.5
BRD-K68202742,9759,HDAC4,Known,0.1894,0.6976,1.0,,0.5627,0.8758,0.9875,0.8919,0.5
BRD-K68246049,216,ALDH1A1,pQSAR,0.0073,0.6962,,,0.8221,0.8749,0.9951,0.5,0.5
BRD-K68246049,5914,RARA,Known,0.0246,0.7078,,,0.7456,0.8823,0.9943,0.5,0.5
BRD-K68246049,5915,RARB,Known,0.0112,0.7078,,,0.7976,0.8823,0.9954,0.5,0.5
BRD-K68246049,5916,RARG,Known,0.1299,0.7078,,,0.6029,0.8823,0.9906,0.5,0.5
BRD-K68264559,150,ADRA2A,Known,0.4086,0.786,,,0.4629,0.9228,0.9956,0.5,0.5
BRD-K68264559,152,ADRA2C,Known,0.5211,0.786,,,0.4215,0.9228,0.995,0.5,0.5
BRD-K68332390,231,AKR1B1,Known,0.1399,0.5526,,,0.5953,0.7479,0.9064,0.5,0.5
BRD-K68332390,5743,PTGS2,pQSAR,0.0095,0.6079,,,0.8073,0.805,0.9803,0.5,0.5
BRD-K68336408,1956,EGFR,Known,0.0049,0.6841,0.7769,,0.8428,0.8668,0.9948,0.8267,0.5
BRD-K68336408,2064,ERBB2,NCI60,0.7502,0.6841,0.7769,,0.3336,0.8668,0.9693,0.8267,0.5
BRD-K68336408,2066,ERBB4,NCI60,0.6013,0.6841,0.7769,,0.3924,0.8668,0.9745,0.8267,0.5
BRD-K68336408,6195,RPS6KA1,pQSAR,0.01,0.6167,0.3016,,0.8043,0.8131,0.9825,0.5977,0.5
BRD-K68336408,695,BTK,NCI60,0.1455,0.5251,0.8222,,0.5912,0.7157,0.8629,0.8421,0.5
BRD-K68341547,4638,MYLK,StructureSure,0.334,0.5506,,,0.4924,0.7456,0.8726,0.5,0.5
BRD-K68392338,2554,GABRA1,Known,0.9926,0.6204,,,0.1094,0.8164,0.8047,0.5,0.5
BRD-K68392338,2558,GABRA5,Known,0.312,0.6204,,,0.5017,0.8164,0.9532,0.5,0.5
BRD-K68402494,4638,MYLK,Known,0.8726,0.5637,,,0.2696,0.7602,0.8004,0.5,0.5
BRD-K68507560,1128,CHRM1,Known,0.261,0.7145,,,0.5248,0.8864,0.9892,0.5,0.5
BRD-K68507560,1131,CHRM3,Known,0.0068,0.6768,,,0.826,0.8617,0.9936,0.5,0.5
BRD-K68507560,150,ADRA2A,pQSAR,0.0076,0.6091,,,0.8199,0.8061,0.9818,0.5,0.5
BRD-K68538666,5743,PTGS2,Known,0.7671,0.7261,,,0.326,0.8932,0.9831,0.5,0.5
BRD-K68558722,5743,PTGS2,Known,0.0288,0.545,,,0.7341,0.7392,0.9329,0.5,0.5
BRD-K68804560,1128,CHRM1,Known,0.0394,0.8217,,,0.71,0.9367,0.9988,0.5,0.5
BRD-K68804560,3269,HRH1,Known,0.0705,0.8217,,,0.6611,0.9367,0.9986,0.5,0.5
BRD-K68804560,4128,MAOA,StructureLikely,0.826,0.7166,,,0.2971,0.8876,0.9785,0.5,0.5
BRD-K68804560,4129,MAOB,StructureLikely,0.5163,0.7166,,,0.4232,0.8876,0.9857,0.5,0.5
BRD-K68804560,5580,PRKCD,pQSAR,0.0038,0.622,,,0.8549,0.8179,0.9876,0.5,0.5
BRD-K68804560,6335,SCN9A,StructureLikely,0.0856,0.7046,,,0.6434,0.8803,0.9913,0.5,0.5
BRD-K68804560,760,CA2,StructureLikely,0.0859,0.5072,,,0.6431,0.6934,0.8499,0.5,0.5
BRD-K68867920,1128,CHRM1,Known,0.3423,0.8269,,,0.489,0.9385,0.9978,0.5,0.5
BRD-K68867920,1131,CHRM3,Known,0.0019,0.8269,,,0.884,0.9385,0.9995,0.5,0.5
BRD-K68867920,150,ADRA2A,Known,0.0147,0.8243,,,0.7806,0.9376,0.9992,0.5,0.5
BRD-K68867920,152,ADRA2C,Known,0.6643,0.8243,,,0.3687,0.9376,0.9967,0.5,0.5
BRD-K68867920,1577,CYP3A5,pQSAR,0.0105,0.7062,,,0.8014,0.8813,0.9954,0.5,0.5
BRD-K68867920,1812,DRD1,Known,0.5811,0.832,,,0.3998,0.9403,0.9973,0.5,0.5
BRD-K68867920,3269,HRH1,Known,0.4385,0.8313,,,0.4516,0.94,0.9977,0.5,0.5
BRD-K68867920,3358,HTR2C,Known,0.8022,0.8313,,,0.3094,0.94,0.9963,0.5,0.5
BRD-K69116396,1812,DRD1,pQSAR,0.008,0.7301,,,0.8171,0.8954,0.997,0.5,0.5
BRD-K69116396,3269,HRH1,Known,0.0071,0.7498,,,0.8236,0.906,0.9979,0.5,0.5
BRD-K69116396,3358,HTR2C,Known,0.9035,0.7301,,,0.2474,0.8954,0.9788,0.5,0.5
BRD-K69122748,231,AKR1B1,pQSAR,0.0049,0.6607,,,0.8428,0.8498,0.9926,0.5,0.5
BRD-K69122748,5292,PIM1,pQSAR,0.0068,0.6202,,,0.826,0.8162,0.985,0.5,0.5
BRD-K69600043,1812,DRD1,Known,0.2841,0.847,,,0.5141,0.9451,0.9985,0.5,0.5
BRD-K69600043,185,AGTR1,pQSAR,0.0083,0.7612,,,0.815,0.9116,0.9981,0.5,0.5
BRD-K69600043,3269,HRH1,pIC50,0.0022,0.847,,,0.8783,0.9451,0.9996,0.5,0.5
BRD-K69600043,3767,KCNJ11,pQSAR,0.0053,0.6453,,,0.8389,0.8377,0.9904,0.5,0.5
BRD-K69608737,1577,CYP3A5,Known,0.8082,0.6633,,,0.3064,0.8518,0.9543,0.5,0.5
BRD-K69650333,1025,CDK9,pQSAR,0.004,0.6937,,,0.8525,0.8733,0.9957,0.5,0.5
BRD-K69650333,7153,TOP2A,Known,0.001,0.7225,,,0.9062,0.8911,0.9981,0.5,0.5
BRD-K69650333,7155,TOP2B,StructureSure,0.024,0.6539,,,0.7474,0.8445,0.9871,0.5,0.5
BRD-K69690935,5743,PTGS2,Known,0.0299,0.6541,,,0.7313,0.8447,0.9864,0.5,0.5
BRD-K69726342,1577,CYP3A5,Known,0.0275,0.5678,,,0.7375,0.7646,0.9522,0.5,0.5
BRD-K69726342,3156,HMGCR,Known,0.0017,0.5921,,,0.8881,0.7897,0.9845,0.5,0.5
BRD-K69743918,2099,ESR1,Known,0.0407,0.6506,,,0.7074,0.8419,0.9843,0.5,0.5
BRD-K69743918,2100,ESR2,Known,0.2612,0.6506,,,0.5247,0.8419,0.9719,0.5,0.5
BRD-K69840642,10013,HDAC6,Known,0.0134,0.7023,,,0.7865,0.8788,0.9947,0.5,0.5
BRD-K69932463,1021,CDK6,pQSAR,0.0005,0.6172,,-0.1495,0.9259,0.8135,0.9924,0.5,0.2855
BRD-K69932463,1956,EGFR,pIC50,0.0046,0.6172,,-0.1495,0.8459,0.8135,0.986,0.5,0.2855
BRD-K69932463,2475,MTOR,Known,0.0003,0.6073,,-0.1151,0.9378,0.8044,0.9924,0.5,0.3032
BRD-K69932463,5290,PIK3CA,pIC50,0.0026,0.6992,,,0.8715,0.8769,0.9965,0.5,0.5
BRD-K70158168,1577,CYP3A5,Known,0.2808,0.6737,,,0.5156,0.8594,0.9795,0.5,0.5
BRD-K70163715,1956,EGFR,Known,0.3844,0.5431,,,0.4722,0.737,0.8517,0.5,0.5
BRD-K70163715,2321,FLT1,Known,0.6428,0.5864,,,0.3769,0.784,0.8918,0.5,0.5
BRD-K70163715,2324,FLT4,Known,0.8335,0.5864,,,0.293,0.784,0.8608,0.5,0.5
BRD-K70163715,3791,KDR,Known,0.0733,0.5864,,,0.6576,0.784,0.952,0.5,0.5
BRD-K70163715,3815,KIT,Known,0.5676,0.5864,,,0.4047,0.784,0.9001,0.5,0.5
BRD-K70163715,5156,PDGFRA,Known,0.0194,0.5864,,,0.7622,0.784,0.9669,0.5,0.5
BRD-K70330367,116443,GRIN3A,Known,0.3336,0.7568,,,0.4926,0.9095,0.9937,0.5,0.5
BRD-K70330367,2550,GABBR1,pQSAR,0.0075,0.6883,,,0.8207,0.8697,0.9945,0.5,0.5
BRD-K70330367,2932,GSK3B,pQSAR,0.0009,0.6866,,,0.9095,0.8685,0.9969,0.5,0.5
BRD-K70358946,1128,CHRM1,Known,0.1784,0.8065,,,0.5694,0.9311,0.9976,0.5,0.5
BRD-K70358946,1131,CHRM3,Known,0.0451,0.8065,,,0.6992,0.9311,0.9985,0.5,0.5
BRD-K70358946,150,ADRA2A,Known,0.2274,0.8065,,,0.5416,0.9311,0.9974,0.5,0.5
BRD-K70358946,152,ADRA2C,Known,0.4254,0.8065,,,0.4565,0.9311,0.9967,0.5,0.5
BRD-K70358946,1812,DRD1,Known,0.2762,0.8065,,,0.5177,0.9311,0.9972,0.5,0.5
BRD-K70358946,3269,HRH1,Known,0.0063,0.8065,,,0.83,0.9311,0.9991,0.5,0.5
BRD-K70358946,3358,HTR2C,Known,0.4163,0.8065,,,0.46,0.9311,0.9967,0.5,0.5
BRD-K70401845,1956,EGFR,Known,0.0022,0.7206,,,0.8783,0.89,0.9976,0.5,0.5
BRD-K70487031,1128,CHRM1,Known,0.5309,0.7714,,,0.418,0.9164,0.9936,0.5,0.5
BRD-K70487031,1131,CHRM3,pQSAR,0.0098,0.7714,,,0.8055,0.9164,0.9983,0.5,0.5
BRD-K70487031,150,ADRA2A,StructureLikely,0.7843,0.7714,,,0.3181,0.9164,0.9912,0.5,0.5
BRD-K70487031,1812,DRD1,Known,0.17,0.8215,,,0.5746,0.9366,0.9982,0.5,0.5
BRD-K70487031,3269,HRH1,StructureLikely,0.2762,0.7833,,,0.5177,0.9217,0.9961,0.5,0.5
BRD-K70487031,801,CALM1,pQSAR,0.0054,0.749,,,0.838,0.9055,0.998,0.5,0.5
BRD-K70504303,2908,NR3C1,Known,0.0429,0.8534,,,0.7032,0.9471,0.9993,0.5,0.5
BRD-K70504303,301,ANXA1,StructureLikely,0.4031,0.7885,,,0.465,0.9239,0.9958,0.5,0.5
BRD-K70504303,866,SERPINA6,Known,0.1553,0.8135,,,0.5844,0.9337,0.998,0.5,0.5
BRD-K70511574,2321,FLT1,Known,0.4011,0.6129,,,0.4658,0.8096,0.9421,0.5,0.5
BRD-K70511574,5156,PDGFRA,Known,0.2304,0.6129,,,0.54,0.8096,0.9533,0.5,0.5
BRD-K70515009,2099,ESR1,Known,0.5671,0.6813,,,0.4049,0.8648,0.9745,0.5,0.5
BRD-K70515009,2100,ESR2,Known,0.0293,0.544,,,0.7328,0.7381,0.9316,0.5,0.5
BRD-K70549064,3551,IKBKB,Known,0.8958,0.5824,,,0.2533,0.7799,0.8334,0.5,0.5
BRD-K70549064,983,CDK1,Known,0.6474,0.6546,,,0.3752,0.8451,0.9585,0.5,0.5
BRD-K70555272,3551,IKBKB,pQSAR,0.005,0.7445,0.0681,,0.8418,0.9032,0.9979,0.4558,0.5
BRD-K70557564,5243,ABCB1,Known,0.6038,0.6468,,,0.3915,0.8389,0.9558,0.5,0.5
BRD-K70577657,5566,PRKACA,Known,0.1835,0.6507,,,0.5662,0.842,0.9752,0.5,0.5
BRD-K70577657,5569,PKIA,StructureLikely,0.9115,0.6507,,,0.2409,0.842,0.9307,0.5,0.5
BRD-K70577657,7153,TOP2A,pQSAR,0.0078,0.6102,,,0.8185,0.8071,0.982,0.5,0.5
BRD-K70592963,116443,GRIN3A,pQSAR,0.0058,0.7504,,,0.8343,0.9063,0.998,0.5,0.5
BRD-K70592963,154,ADRB2,pQSAR,0.001,0.7249,,,0.9062,0.8925,0.9982,0.5,0.5
BRD-K70592963,4128,MAOA,pQSAR,0.0023,0.7866,,,0.8765,0.9231,0.9991,0.5,0.5
BRD-K70592963,79001,VKORC1,Known,0.1558,0.7765,,,0.584,0.9187,0.9965,0.5,0.5
BRD-K70642949,5163,PDK1,Known,0.0553,0.597,,,0.6822,0.7945,0.962,0.5,0.5
BRD-K70642949,5170,PDPK1,Known,0.5598,0.597,,,0.4075,0.7945,0.9144,0.5,0.5
BRD-K70642949,6790,AURKA,Known,0.232,0.5589,,,0.5392,0.7549,0.8995,0.5,0.5
BRD-K70642949,9212,AURKB,Known,0.2279,0.5589,,,0.5413,0.7549,0.9001,0.5,0.5
BRD-K70778732,150,ADRA2A,Known,0.4373,0.7612,,,0.4521,0.9116,0.9933,0.5,0.5
BRD-K70778732,3269,HRH1,Known,0.1401,0.7612,,,0.5952,0.9116,0.9957,0.5,0.5
BRD-K70778732,3358,HTR2C,Known,0.9458,0.7612,,,0.2071,0.9116,0.9842,0.5,0.5
BRD-K70792160,116443,GRIN3A,pQSAR,0.0059,0.786,,,0.8334,0.9228,0.9988,0.5,0.5
BRD-K70792160,2030,SLC29A1,pQSAR,0.0102,0.6115,,,0.8032,0.8083,0.9809,0.5,0.5
BRD-K70792160,3269,HRH1,pQSAR,0.0015,0.8082,,,0.8927,0.9318,0.9994,0.5,0.5
BRD-K71035033,2261,FGFR3,Known,0.1801,0.6012,,,0.5683,0.7986,0.9491,0.5,0.5
BRD-K71035033,3815,KIT,Known,0.2654,0.6901,,,0.5227,0.8709,0.9843,0.5,0.5
BRD-K71035033,4067,LYN,Known,0.69,0.5615,,,0.3586,0.7578,0.8417,0.5,0.5
BRD-K71035033,5156,PDGFRA,Known,0.4533,0.6901,,,0.4462,0.8709,0.9802,0.5,0.5
BRD-K71035033,5159,PDGFRB,Known,0.0439,0.6188,,,0.7013,0.815,0.9742,0.5,0.5
BRD-K71103788,3358,HTR2C,Known,0.5097,0.794,,,0.4256,0.9262,0.9956,0.5,0.5
BRD-K71350836,2554,GABRA1,Known,0.1437,0.7959,,,0.5925,0.9269,0.9974,0.5,0.5
BRD-K71350836,2558,GABRA5,Known,0.0775,0.665,,,0.6526,0.853,0.9847,0.5,0.5
BRD-K71350836,2562,GABRB3,Known,0.7027,0.665,,,0.3536,0.853,0.9619,0.5,0.5
BRD-K71350836,2565,GABRG1,Known,0.7919,0.665,,,0.3144,0.853,0.9567,0.5,0.5
BRD-K71350836,2568,GABRP,Known,0.7275,0.665,,,0.3433,0.853,0.9606,0.5,0.5
BRD-K71350836,6713,SQLE,pQSAR,0.0051,0.6037,,,0.8408,0.801,0.9823,0.5,0.5
BRD-K71350836,95,ACY1,pQSAR,0.0093,0.7125,,,0.8086,0.8852,0.9959,0.5,0.5
BRD-K71430621,3269,HRH1,Known,0.0007,0.6421,,,0.9168,0.8351,0.9943,0.5,0.5
BRD-K71451869,1577,CYP3A5,pQSAR,0.0008,0.8592,,,0.913,0.9488,0.9998,0.5,0.5
BRD-K71451869,2908,NR3C1,Known,0.0043,0.8592,,,0.8491,0.9488,0.9996,0.5,0.5
BRD-K71451869,866,SERPINA6,pQSAR,0.0003,0.8415,,,0.9378,0.9434,0.9998,0.5,0.5
BRD-K71499074,1786,DNMT1,pQSAR,0.0056,0.7093,,,0.8361,0.8832,0.9963,0.5,0.5
BRD-K71499074,760,CA2,Known,0.1009,0.8001,,,0.6279,0.9286,0.9978,0.5,0.5
BRD-K71499074,771,CA12,Known,0.5573,0.8001,,,0.4084,0.9286,0.9958,0.5,0.5
BRD-K71696703,5144,PDE4D,Known,0.2536,0.6854,,,0.5284,0.8677,0.9834,0.5,0.5
BRD-K71696703,5743,PTGS2,Known,0.0551,0.6854,,,0.6825,0.8677,0.9898,0.5,0.5
BRD-K71726959,983,CDK1,Known,0.0463,0.512,,,0.697,0.6995,0.88,0.5,0.5
BRD-K71860425,1017,CDK2,Known,0.1407,0.6406,,,0.5947,0.8338,0.9736,0.5,0.5
BRD-K71860425,1020,CDK5,Known,0.5189,0.5533,,,0.4223,0.7487,0.8519,0.5,0.5
BRD-K71860425,3791,KDR,pQSAR,0.0106,0.6112,,,0.8009,0.808,0.9806,0.5,0.5
BRD-K71860425,5159,PDGFRB,pQSAR,0.0062,0.6112,,,0.8309,0.808,0.9833,0.5,0.5
BRD-K72029282,1066,CES1,Known,0.2493,0.616,,,0.5305,0.8125,0.9541,0.5,0.5
BRD-K72029282,142,PARP1,pQSAR,0.0003,0.6495,-0.0385,,0.9378,0.8411,0.996,0.392,0.5
BRD-K72029282,5053,PAH,pQSAR,0.0106,0.6608,,,0.8009,0.8499,0.9908,0.5,0.5
BRD-K72029282,5465,PPARA,pQSAR,0.004,0.6554,,,0.8525,0.8457,0.9924,0.5,0.5
BRD-K72029282,5471,PPAT,pQSAR,0.0061,0.6179,-0.1542,,0.8317,0.8142,0.985,0.3268,0.5
BRD-K72029282,5579,PRKCB,pQSAR,0.0056,0.7028,0.3104,,0.8361,0.8792,0.9959,0.6029,0.5
BRD-K72093121,5562,PRKAA1,StructureLikely,0.3992,0.7783,0.1344,,0.4665,0.9195,0.9951,0.4964,0.5
BRD-K72166146,150,ADRA2A,Known,0.0492,0.6894,,,0.692,0.8704,0.9907,0.5,0.5
BRD-K72166146,1812,DRD1,StructureSure,0.1706,0.6894,,,0.5743,0.8704,0.9864,0.5,0.5
BRD-K72238567,207,AKT1,pQSAR,0.0051,0.4392,0.2204,,0.8408,0.6011,0.82,0.549,0.5
BRD-K72414522,1017,CDK2,Known,0.0097,0.762,,,0.8061,0.912,0.9981,0.5,0.5
BRD-K72414522,3551,IKBKB,pQSAR,0.0032,0.7678,,,0.8626,0.9147,0.9987,0.5,0.5
BRD-K72414522,3717,JAK2,pQSAR,0.0078,0.7171,,,0.8185,0.8879,0.9964,0.5,0.5
BRD-K72414522,5599,MAPK8,pQSAR,0.0002,0.6247,,,0.946,0.8202,0.9948,0.5,0.5
BRD-K72414522,898,CCNE1,Known,0.4606,0.6796,,,0.4435,0.8636,0.9767,0.5,0.5
BRD-K72414522,983,CDK1,Known,0.0175,0.762,,,0.7692,0.912,0.9977,0.5,0.5
BRD-K72420232,1956,EGFR,Known,0.0171,0.7368,,,0.7707,0.8991,0.9967,0.5,0.5
BRD-K72420232,2064,ERBB2,Known,0.0266,0.7368,,,0.7399,0.8991,0.9962,0.5,0.5
BRD-K72420232,2185,PTK2B,pQSAR,0.0012,0.6104,,,0.9003,0.8073,0.9893,0.5,0.5
BRD-K72420232,25,ABL1,pQSAR,0.0061,0.6697,,,0.8317,0.8565,0.9931,0.5,0.5
BRD-K72420232,5979,RET,pQSAR,0.0073,0.7043,,,0.8221,0.8801,0.9957,0.5,0.5
BRD-K72420232,6790,AURKA,pQSAR,0.0044,0.7226,,,0.848,0.8912,0.9972,0.5,0.5
BRD-K72420232,695,BTK,pIC50,0.0071,0.6285,,,0.8236,0.8236,0.9866,0.5,0.5
BRD-K72703948,1956,EGFR,StructureLikely,0.107,0.6636,,,0.6222,0.852,0.9828,0.5,0.5
BRD-K72703948,5294,PIK3CG,pQSAR,0.0032,0.4742,,,0.8626,0.65,0.8984,0.5,0.5
BRD-K72703948,6790,AURKA,Known,0.0241,0.5897,,,0.7471,0.7873,0.9665,0.5,0.5
BRD-K72703948,9212,AURKB,Known,0.0212,0.6399,,,0.7561,0.8332,0.9847,0.5,0.5
BRD-K72723676,5292,PIM1,pQSAR,0.0068,0.647,,,0.826,0.8391,0.99,0.5,0.5
BRD-K72723676,5293,PIK3CD,pQSAR,0.0041,0.6741,,,0.8514,0.8597,0.9942,0.5,0.5
BRD-K72723676,6335,SCN9A,Known,0.9695,0.6501,,,0.173,0.8415,0.9065,0.5,0.5
BRD-K72726508,1017,CDK2,Known,0.5815,0.7287,,,0.3996,0.8947,0.9872,0.5,0.5
BRD-K72726508,1019,CDK4,Known,0.1026,0.7921,,,0.6263,0.9254,0.9976,0.5,0.5
BRD-K72726508,595,CCND1,Known,0.5788,0.7921,,,0.4006,0.9254,0.9951,0.5,0.5
BRD-K72726508,7155,TOP2B,pQSAR,0.0051,0.6893,,,0.8408,0.8703,0.9951,0.5,0.5
